Transporter Name,Row,Superfast SpeedMtrs/Min,Fast Speed Mtrs/Min,Slow Speed Mtrs/Min,Lift Time Seconds,Lower Time Seconds,Minimum Station No,Maximum Station No,Basic Position,Wagon Length (mm)
Wagon 1,1,25,15,5,12,12,1,13,1,3000
